,state,status,latlon,lat,lon
6543,VA,1,"(37.9609645, -76.518843)",37.9609645,-76.518843
6542,VA,58,"(38.7043397, -77.220343)",38.7043397,-77.220343
6541,VA,4,"(37.7234753, -77.0077471)",37.7234753,-77.0077471
6557,VA,11,"(38.77090695, -77.4363014608697)",38.77090695,-77.4363014609
6620,VA,9128,"(37.5385087, -77.43428)",37.5385087,-77.43428
6560,VA,1,"(36.8348383, -81.5148368)",36.8348383,-81.5148368
6578,VA,1,"(38.4123429, -79.5806036)",38.4123429,-79.5806036
6577,VA,1,"(37.1812537, -79.6172536)",37.1812537,-79.6172536
6576,VA,3,"(51.5401258, -3.1791475)",51.5401258,-3.1791475
6575,VA,89,"(37.5062673, -77.649268)",37.5062673,-77.649268
6574,VA,1,"(38.5995665, -77.7244362)",38.5995665,-77.7244362
6573,VA,2,"(39.0276078, -78.280558)",39.0276078,-78.280558
6572,VA,10,"(38.9690189, -77.7355056)",38.9690189,-77.7355056
6571,VA,1,"(38.8742611, -77.2266208)",38.8742611,-77.2266208
6580,VA,1,"(36.5895679, -81.3364889)",36.5895679,-81.3364889
6570,VA,26,"(37.6193174, -77.3369627)",37.6193174,-77.3369627
6567,VA,3735,"(38.9342888, -77.1776327)",38.9342888,-77.1776327
6565,VA,4,"(29.672913, -95.360021)",29.672913,-95.360021
6564,VA,1,"(37.4481394, -76.331696)",37.4481394,-76.331696
6562,VA,16,"(36.6915262, -79.8725386)",36.6915262,-79.8725386
6561,VA,2,"(38.8646975, -77.8580207)",38.8646975,-77.8580207
6569,VA,1,"(38.9342888, -77.1776327)",38.9342888,-77.1776327
6621,VA,1,"(37.5385087, -77.43428)",37.5385087,-77.43428
6643,VA,18,"(36.6987494, -78.9013987)",36.6987494,-78.9013987
6623,VA,1,"(36.9893115, -79.4825279)",36.9893115,-79.4825279
6684,VA,2,"(36.9395191, -82.6081487)",36.9395191,-82.6081487
6683,VA,2,"(38.9939977, -77.8847178)",38.9939977,-77.8847178
6682,VA,1,"(37.57586225, -77.5412993715841)",37.57586225,-77.5412993716
6680,VA,541,"(38.9206174, -77.2221353)",38.9206174,-77.2221353
6679,VA,522,"(38.918592, -77.2314723)",38.918592,-77.2314723
6678,VA,5,"(31.7987719, -97.2394528)",31.7987719,-97.2394528
6677,VA,8,"(37.3798686, -76.8041276)",37.3798686,-76.8041276
6676,VA,1,"(38.133623, -77.5215036)",38.133623,-77.5215036
6675,VA,2,"(38.8624506, -77.774073)",38.8624506,-77.774073
6674,VA,6,"(37.9254168, -76.8591362)",37.9254168,-76.8591362
6673,VA,11,"(27.9477595, -82.458444)",27.9477595,-82.458444
6672,VA,2,"(40.1101076, -75.3796297)",40.1101076,-75.3796297
6671,VA,8,"(36.9096897, -77.2741121)",36.9096897,-77.2741121
6670,VA,4,"(37.1118778, -76.895924)",37.1118778,-76.895924
6668,VA,1,"(40.4277888, -111.8920853)",40.4277888,-111.8920853
6685,VA,2,"(-33.0513741, -71.5743132)",-33.0513741,-71.5743132
6667,VA,1,"(44.5718834, -123.2637121)",44.5718834,-123.2637121
6686,VA,2541,"(38.9013013, -77.2651585)",38.9013013,-77.2651585
6688,VA,366,"(36.7953025, -76.0509251225811)",36.7953025,-76.0509251226
6705,VA,8,"(37.2378875, -76.5080633)",37.2378875,-76.5080633
6704,VA,3,"(36.9479966, -81.0869747)",36.9479966,-81.0869747
6703,VA,5,"(38.8817784, -78.5058429)",38.8817784,-78.5058429
6702,VA,95,"(38.6581723, -77.2497049)",38.6581723,-77.2497049
6701,VA,2,"(37.0170633, -82.6103804)",37.0170633,-82.6103804
6700,VA,2,"(37.6398653, -78.7239039)",37.6398653,-78.7239039
6699,VA,1,"(36.808483, -76.7441247)",36.808483,-76.7441247
6698,VA,79,"(39.1852184, -78.1652404)",39.1852184,-78.1652404
6697,VA,153,"(37.2708788, -76.7074042)",37.2708788,-76.7074042
6696,VA,1,"(42.2694308, -71.6129907)",42.2694308,-71.6129907
6695,VA,20,"(38.0652286, -78.9058876592407)",38.0652286,-78.9058876592
6694,VA,145,"(37.0359879, -77.0952514)",37.0359879,-77.0952514
6693,VA,1,"(38.8949549, -77.0366456)",38.8949549,-77.0366456
6692,VA,1,"(-33.4983385, -71.6247636)",-33.4983385,-71.6247636
6691,VA,43,"(38.7135498, -77.795367)",38.7135498,-77.795367
6687,VA,3,"(38.9013013, -77.2651585)",38.9013013,-77.2651585
6664,VA,1,"(40.9870358, -79.6125097)",40.9870358,-79.6125097
6640,VA,2,"(37.5515326, -76.7321816)",37.5515326,-76.7321816
6639,VA,1,"(33.9482434, -118.0676103)",33.9482434,-118.0676103
6638,VA,2,"(37.5234794, -77.3158118)",37.5234794,-77.3158118
6637,VA,1,"(-32.41346465, -71.0721543821938)",-32.41346465,-71.0721543822
6636,VA,2,"(-33.5808615, -71.6132377)",-33.5808615,-71.6132377
6635,VA,2,"(36.8815031, -81.7620635)",36.8815031,-81.7620635
6634,VA,103,"(37.293378, -80.054667)",37.293378,-80.054667
6633,VA,2,"(37.2768113, -79.1008543)",37.2768113,-79.1008543
6632,VA,1,"(38.2331873, -78.369175)",38.2331873,-78.369175
6631,VA,4,"(39.1326051, -77.7686051)",39.1326051,-77.7686051
6630,VA,8,"(39.1326051, -77.7686051)",39.1326051,-77.7686051
6629,VA,8,"(38.8967784, -77.0724777)",38.8967784,-77.0724777
6628,VA,1,"(37.7476406, -78.9758579)",37.7476406,-78.9758579
6627,VA,1,"(36.9962007, -79.8909474)",36.9962007,-79.8909474
6626,VA,1,"(37.7259779, -77.6783239)",37.7259779,-77.6783239
6625,VA,470,"(37.274532, -79.9602096795782)",37.274532,-79.9602096796
6624,VA,3,"(36.608194, -79.2952978)",36.608194,-79.2952978
6641,VA,3,"(40.0642636, -76.4371856)",40.0642636,-76.4371856
6642,VA,17,"(36.9823709, -76.6310661)",36.9823709,-76.6310661
6645,VA,2,"(36.7265449, -78.1291308)",36.7265449,-78.1291308
6663,VA,15,"(36.7282096, -76.5835703)",36.7282096,-76.5835703
6662,VA,1,"(36.6409753, -80.2656169)",36.6409753,-80.2656169
6660,VA,7,"(38.9887197, -78.358609)",38.9887197,-78.358609
6659,VA,43,"(38.927567, -77.5497893)",38.927567,-77.5497893
6658,VA,10,"(39.0016194, -77.4032011)",39.0016194,-77.4032011
6657,VA,5987,"(39.0016194, -77.4032011)",39.0016194,-77.4032011
6622,VA,1,"(37.5066992, -77.3216007712537)",37.5066992,-77.3216007713
6653,VA,1,"(38.5754001, -78.5025089)",38.5754001,-78.5025089
6652,VA,1,"(38.2973519, -78.4400099)",38.2973519,-78.4400099
6651,VA,26,"(38.4167265, -77.4579783)",38.4167265,-77.4579783
6650,VA,178,"(38.1320798, -78.427788)",38.1320798,-78.427788
6649,VA,6,"(38.1880936, -77.6741751)",38.1880936,-77.6741751
6648,VA,1,"(38.6570651, -78.2261122)",38.6570651,-78.2261122
6646,VA,178,"(38.918018, -77.517342)",38.918018,-77.517342
6654,VA,16,"(38.1495947, -79.072557)",38.1495947,-79.072557
6539,VA,344,"(39.1154496, -77.5645446)",39.1154496,-77.5645446
6537,VA,5,"(36.7576469, -77.8469374)",36.7576469,-77.8469374
6435,VA,9,"(37.3705777, -77.0605098)",37.3705777,-77.0605098
6433,VA,7346,"(38.8943792, -77.4305118)",38.8943792,-77.4305118
6431,VA,678,"(38.8403909, -77.4288769)",38.8403909,-77.4288769
6430,VA,35,"(37.7573506, -75.6210398)",37.7573506,-75.6210398
6429,VA,1,"(37.0876141, -81.7590032)",37.0876141,-81.7590032
6428,VA,2,"(36.9223617, -78.9502903)",36.9223617,-78.9502903
6436,VA,1014,"(38.029306, -78.4766781)",38.029306,-78.4766781
6427,VA,1,"(37.0354278, -77.3952567)",37.0354278,-77.3952567
6425,VA,1,"(37.1876529, -78.2013859)",37.1876529,-78.2013859
6424,VA,27,"(38.7771321, -77.2754691)",38.7771321,-77.2754691
6423,VA,1,"(37.2600448, -82.0320334)",37.2600448,-82.0320334
6422,VA,1,"(37.0501416, -78.9441801)",37.0501416,-78.9441801
6421,VA,119,"(39.0232515, -77.513323)",39.0232515,-77.513323
6420,VA,5,"(38.7233263, -77.5365669)",38.7233263,-77.5365669
6419,VA,5,"(36.5959685, -82.1885009)",36.5959685,-82.1885009
6426,VA,1,"(37.923806, -79.433809)",37.923806,-79.433809
6418,VA,6,"(38.3820655, -78.9766975)",38.3820655,-78.9766975
6437,VA,2,"(38.029306, -78.4766781)",38.029306,-78.4766781
6439,VA,7,"(36.8256943, -79.3980806)",36.8256943,-79.3980806
6455,VA,1,"(37.7934528, -79.9939484)",37.7934528,-79.9939484
6454,VA,3,"(37.7529214, -78.1625008)",37.7529214,-78.1625008
6453,VA,34,"(37.2657809, -77.39891317744)",37.2657809,-77.3989131774
6452,VA,15,"(39.3570442, -78.2872274)",39.3570442,-78.2872274
6451,VA,2,"(40.1856597, -75.451571)",40.1856597,-75.451571
6450,VA,3,"(37.7504205, -78.2358355)",37.7504205,-78.2358355
6449,VA,214,"(38.780591, -77.3868352744845)",38.780591,-77.3868352745
6438,VA,93,"(42.5453541, -74.664594)",42.5453541,-74.664594
6448,VA,3,"(39.2564912, -78.096111)",39.2564912,-78.096111
6446,VA,3,"(37.1298517, -80.4089389)",37.1298517,-80.4089389
6445,VA,2,"(36.7984482, -81.6823411)",36.7984482,-81.6823411
6444,VA,10,"(37.3859982, -77.578509)",37.3859982,-77.578509
6443,VA,32,"(37.3569086, -77.4421818)",37.3569086,-77.4421818
6442,VA,2,"(37.819186, -76.26868)",37.819186,-76.26868
6441,VA,14,"(38.7846686, -76.5327959)",38.7846686,-76.5327959
6440,VA,105,"(36.7183708, -76.2466798)",36.7183708,-76.2466798
6447,VA,1,"(36.6240321, -78.5569437)",36.6240321,-78.5569437
6417,VA,2,"(38.9847604, -77.5321706)",38.9847604,-77.5321706
6415,VA,4,"(37.252617, -81.2712105)",37.252617,-81.2712105
6394,VA,1,"(34.0709576, -84.2747329)",34.0709576,-84.2747329
6392,VA,983,"(38.8147596, -77.0902476527272)",38.8147596,-77.0902476527
6391,VA,2,"(46.17953835, 7.29454802754718)",46.17953835,7.29454802755
6388,VA,6,"(38.9758064, -77.6428403)",38.9758064,-77.6428403
6395,VA,2,"(36.5731952, -79.0027897)",36.5731952,-79.0027897
6387,VA,86,"(38.9758064, -77.6428403)",38.9758064,-77.6428403
6384,VA,7,"(38.0323598, -78.839189)",38.0323598,-78.839189
6383,VA,2,"(37.7422207, -75.6743538)",37.7422207,-75.6743538
6382,VA,13,"(37.7195742, -75.6654845)",37.7195742,-75.6654845
6381,VA,2,"(36.7095788, -81.9774878)",36.7095788,-81.9774878
6380,VA,1,"(39.09190855, -77.6076607621721)",39.09190855,-77.6076607622
6538,VA,1,"(36.9009076, -82.0801257)",36.9009076,-82.0801257
6416,VA,19,"(36.6676446, -78.3875054)",36.6676446,-78.3875054
6396,VA,2,"(37.5997548, -79.1483701)",37.5997548,-79.1483701
6414,VA,1,"(39.0533115, -77.8208884)",39.0533115,-77.8208884
6413,VA,902,"(37.2296566, -80.4136767)",37.2296566,-80.4136767
6412,VA,1,"(51.2629675, -1.0874242)",51.2629675,-1.0874242
6411,VA,4,"(36.881764, -82.7471049)",36.881764,-82.7471049
6410,VA,1,"(39.8459355, -76.3038475)",39.8459355,-76.3038475
6409,VA,1,"(38.8317812, -78.3163924)",38.8317812,-78.3163924
6408,VA,6,"(37.3123905, -79.5399003)",37.3123905,-79.5399003
6397,VA,116,"(38.8303098, -77.1964966)",38.8303098,-77.1964966
6407,VA,1,"(38.5717898, -77.7638814)",38.5717898,-77.7638814
6405,VA,30,"(37.7594012, -77.4806603)",37.7594012,-77.4806603
6404,VA,5784,"(39.0437192, -77.4874899)",39.0437192,-77.4874899
6402,VA,14,"(41.5632582, -85.8030733)",41.5632582,-85.8030733
6401,VA,12,"(38.8903961, -77.0841585)",38.8903961,-77.0841585
6400,VA,3013,"(38.8903961, -77.0841585)",38.8903961,-77.0841585
6399,VA,1,"(37.3570894, -78.8252911)",37.3570894,-78.8252911
6406,VA,1,"(40.7064088, -74.5492725)",40.7064088,-74.5492725
6457,VA,2,"(38.071572, -78.702015205036)",38.071572,-78.702015205
6459,VA,5,"(37.5004191, -78.2469202)",37.5004191,-78.2469202
6515,VA,1,"(44.2286776, -70.9597934)",44.2286776,-70.9597934
6514,VA,1,"(37.744783, -77.4464165)",37.744783,-77.4464165
6513,VA,1,"(37.0300969, -76.3452057)",37.0300969,-76.3452057
6512,VA,173,"(37.0300969, -76.3452057)",37.0300969,-76.3452057
6511,VA,4,"(37.2423746, -78.4597173)",37.2423746,-78.4597173
6510,VA,1,"(36.9528412, -79.3602341)",36.9528412,-79.3602341
6509,VA,150,"(38.9981653, -77.2883157)",38.9981653,-77.2883157
6516,VA,167,"(38.4493315, -78.8688833)",38.4493315,-78.8688833
6508,VA,3,"(38.1373578, -78.187781)",38.1373578,-78.187781
6506,VA,1,"(37.5656966, -76.6127322)",37.5656966,-76.6127322
6505,VA,1,"(39.1872242, -78.1784080565748)",39.1872242,-78.1784080566
6504,VA,2019,"(37.6659781, -77.506374)",37.6659781,-77.506374
6503,VA,30,"(33.024013, -91.0301052)",33.024013,-91.0301052
6502,VA,1,"(37.1631988, -79.0736301)",37.1631988,-79.0736301
6501,VA,1,"(36.6612387, -80.9239671)",36.6612387,-80.9239671
6500,VA,1,"(39.1434406, -77.2013705)",39.1434406,-77.2013705
6507,VA,1,"(37.4452288, -76.5594479)",37.4452288,-76.5594479
6499,VA,1,"(33.6250269, -97.1405994)",33.6250269,-97.1405994
6517,VA,9,"(38.8121398, -77.6368038)",38.8121398,-77.6368038
6520,VA,85,"(37.5455191, -77.4234124)",37.5455191,-77.4234124
6536,VA,10,"(39.0825264, -77.4827322)",39.0825264,-77.4827322
6535,VA,4,"(38.687894, -77.2977618)",38.687894,-77.2977618
6534,VA,1,"(38.7747251, -77.1350325)",38.7747251,-77.1350325
6533,VA,1,"(38.2786312, -77.175356)",38.2786312,-77.175356
6532,VA,7,"(38.2786312, -77.175356)",38.2786312,-77.175356
6531,VA,3,"(38.0226393, -78.3591748)",38.0226393,-78.3591748
6530,VA,1,"(37.2943183, -78.0941667)",37.2943183,-78.0941667
6518,VA,1,"(36.8742794, -81.8565112)",36.8742794,-81.8565112
6529,VA,2,"(37.5151334, -75.9304889)",37.5151334,-75.9304889
6527,VA,1,"(40.2464593, -80.2114472)",40.2464593,-80.2114472
6526,VA,1,"(37.9995703, -79.8317193)",37.9995703,-79.8317193
6525,VA,7,"(36.7468036, -79.4639158)",36.7468036,-79.4639158
6524,VA,2,"(36.7626282, -80.7347947)",36.7626282,-80.7347947
6523,VA,5,"(38.9695316, -77.3859479)",38.9695316,-77.3859479
6522,VA,14752,"(38.9695316, -77.3859479)",38.9695316,-77.3859479
6458,VA,126,"(38.4733823, -77.9961275)",38.4733823,-77.9961275
6528,VA,1,"(37.6615287, -76.4191161)",37.6615287,-76.4191161
6498,VA,33,"(38.7951501, -77.6141404)",38.7951501,-77.6141404
6521,VA,45,"(38.178408, -84.5938319)",38.178408,-84.5938319
6496,VA,1,"(41.7105674, -88.2702015)",41.7105674,-88.2702015
6475,VA,8265,"(38.8462236, -77.3063733)",38.8462236,-77.3063733
6474,VA,1,"(35.9242054, -100.4993872)",35.9242054,-100.4993872
6473,VA,21,"(36.6937606, -77.5357141)",36.6937606,-77.5357141
6472,VA,9,"(36.7728907, -81.8362343)",36.7728907,-81.8362343
6471,VA,2,"(38.5117916, -77.8558276)",38.5117916,-77.8558276
6470,VA,1,"(38.8209466, -78.5658453)",38.8209466,-78.5658453
6469,VA,2,"(38.1576342, -78.4827896)",38.1576342,-78.4827896
6468,VA,11,"(38.8934448, -77.2216481)",38.8934448,-77.2216481
6467,VA,8,"(38.5676202, -77.3280382)",38.5676202,-77.3280382
6466,VA,2870,"(38.9538385, -77.3904023)",38.9538385,-77.3904023
6465,VA,2,"(36.7189846, -82.795995)",36.7189846,-82.795995
6464,VA,44,"(-32.883264, -71.2379656)",-32.883264,-71.2379656
6463,VA,1,"(37.8601402, -77.4641492)",37.8601402,-77.4641492
6462,VA,1,"(37.0712818, -77.6480714)",37.0712818,-77.6480714
6461,VA,74,"(36.5859718, -79.3950228)",36.5859718,-79.3950228
6476,VA,85,"(38.800859, -77.3256803)",38.800859,-77.3256803
6478,VA,1,"(38.9646071, -77.3172235072693)",38.9646071,-77.3172235073
6477,VA,78,"(38.8462236, -77.3063733)",38.8462236,-77.3063733
6480,VA,5240,"(38.882334, -77.1710914)",38.882334,-77.1710914
6493,VA,111,"(38.3031837, -77.4605399)",38.3031837,-77.4605399
6492,VA,1,"(39.2127031, -78.279166)",39.2127031,-78.279166
6491,VA,6,"(36.6776507, -76.9224609)",36.6776507,-76.9224609
6490,VA,4,"(32.5537585, -83.8874084)",32.5537585,-83.8874084
6489,VA,25,"(37.6459799, -77.809995)",37.6459799,-77.809995
6488,VA,3,"(36.9157056, -80.3876889)",36.9157056,-80.3876889
6486,VA,6,"(38.1009639, -78.9697305)",38.1009639,-78.9697305
6484,VA,52,"(37.3024713, -78.3923813)",37.3024713,-78.3923813
6483,VA,1,"(38.88012865, -77.3859857808756)",38.88012865,-77.3859857809
6482,VA,1,"(38.882334, -77.1710914)",38.882334,-77.1710914
6481,VA,3,"(38.882334, -77.1710914)",38.882334,-77.1710914
6460,VA,2,"(38.645601, -77.3364973)",38.645601,-77.3364973
6487,VA,7,"(40.5011961, -76.8838625)",40.5011961,-76.8838625
6497,VA,6,"(38.9178538, -78.1917718)",38.9178538,-78.1917718
6373,VI,1,"(17.7439481, -64.7079823)",17.7439481,-64.7079823
6371,VI,2,"(18.341137, -64.932789)",18.341137,-64.932789
6372,VI,9,"(17.7439481, -64.7079823)",17.7439481,-64.7079823
6374,VI,1,"(38.9538385, -77.3904023)",38.9538385,-77.3904023
6376,VI,1,"(38.7890522, -77.1870368)",38.7890522,-77.1870368
6378,VI,1,"(17.7289564, -64.7590425911615)",17.7289564,-64.7590425912
6379,VI,114,"(18.34290815, -64.9188997006027)",18.34290815,-64.9188997006
6375,VI,3,"(17.7061915, -64.8779909467695)",17.7061915,-64.8779909468
6762,VT,4,"(43.298698, -72.482986)",43.298698,-72.482986
6761,VT,7,"(43.8199831, -72.5213419)",43.8199831,-72.5213419
6760,VT,2485,"(44.4669941, -73.1709604)",44.4669941,-73.1709604
6757,VT,3,"(44.380803, -73.227654)",44.380803,-73.227654
6756,VT,1,"(42.9796705, -73.207803347605)",42.9796705,-73.2078033476
6755,VT,6,"(43.1375981, -72.4877724)",43.1375981,-72.4877724
6753,VT,22,"(43.6106237, -72.9726065)",43.6106237,-72.9726065
6752,VT,1,"(44.4053306, -72.9929017)",44.4053306,-72.9929017
6751,VT,6,"(43.9408988, -72.607603)",43.9408988,-72.607603
6750,VT,2,"(43.5219265, -73.1896205262979)",43.5219265,-73.1896205263
6749,VT,2,"(44.2781151, -72.4264926)",44.2781151,-72.4264926
6748,VT,1,"(43.772581, -72.813263)",43.772581,-72.813263
6747,VT,2,"(43.71355, -72.307892)",43.71355,-72.307892
6746,VT,4,"(44.151174, -72.656708)",44.151174,-72.656708
6754,VT,1,"(44.8108791, -73.0831924)",44.8108791,-73.0831924
6763,VT,20,"(44.8108791, -73.0831924)",44.8108791,-73.0831924
6765,VT,12,"(44.4653741, -72.6860186)",44.4653741,-72.6860186
6766,VT,1,"(44.918139, -73.124313)",44.918139,-73.124313
6745,VT,8,"(44.936127, -72.204895)",44.936127,-72.204895
6781,VT,1,"(43.6244967, -72.518794)",43.6244967,-72.518794
6780,VT,13,"(44.495036, -73.183022)",44.495036,-73.183022
6779,VT,5,"(43.5480465, -72.5944539)",43.5480465,-72.5944539
6777,VT,24,"(44.437702, -73.068695)",44.437702,-73.068695
6776,VT,1,"(43.86399, -73.200531)",43.86399,-73.200531
6764,VT,7,"(44.4192249, -72.0150951)",44.4192249,-72.0150951
6775,VT,48,"(43.64651, -72.326431)",43.64651,-72.326431
6773,VT,1,"(43.067857, -72.4586995)",43.067857,-72.4586995
6772,VT,1,"(43.084245, -72.711761)",43.084245,-72.711761
6771,VT,1,"(42.9392469, -72.8528755)",42.9392469,-72.8528755
6770,VT,1,"(44.1606176, -72.4695476)",44.1606176,-72.4695476
6769,VT,56,"(44.338092, -72.756271)",44.338092,-72.756271
6768,VT,2,"(44.168415, -73.252029)",44.168415,-73.252029
6767,VT,2,"(43.0473014, -72.6675931)",43.0473014,-72.6675931
6744,VT,1,"(44.562099, -72.59903)",44.562099,-72.59903
6706,VT,7,"(32.7563455, -97.0687526)",32.7563455,-97.0687526
6742,VT,8,"(44.635925, -73.11264)",44.635925,-73.11264
6721,VT,14,"(44.490628, -73.111267)",44.490628,-73.111267
6720,VT,2,"(44.907441, -72.807083)",44.907441,-72.807083
6718,VT,2,"(44.5893869, -71.940825)",44.5893869,-71.940825
6717,VT,43,"(44.54791, -73.155899)",44.54791,-73.155899
6716,VT,2,"(43.610725, -73.179932)",43.610725,-73.179932
6715,VT,303,"(44.4723989, -73.2114941)",44.4723989,-73.2114941
6713,VT,6,"(43.833536, -72.634048)",43.833536,-72.634048
6712,VT,8,"(52.5292389, 13.5937425)",52.5292389,13.5937425
6711,VT,2,"(42.8783183, -73.1971692)",42.8783183,-73.1971692
6710,VT,12,"(43.134063, -72.444534)",43.134063,-72.444534
6709,VT,2,"(44.197467, -72.502213)",44.197467,-72.502213
6708,VT,1,"(30.4220553, -97.701819)",30.4220553,-97.701819
6707,VT,1,"(39.0447079, -77.4761723)",39.0447079,-77.4761723
6743,VT,24,"(44.260445, -72.575684)",44.260445,-72.575684
6722,VT,1,"(44.6653272, -73.008749)",44.6653272,-73.008749
6723,VT,1,"(38.8743398, -77.1538677)",38.8743398,-77.1538677
6714,VT,42,"(42.8509152, -72.5578678)",42.8509152,-72.5578678
6725,VT,1,"(44.576774, -72.296219)",44.576774,-72.296219
6741,VT,47,"(44.0072736, -73.1633010541542)",44.0072736,-73.1633010542
6724,VT,1,"(44.706737, -73.3042618)",44.706737,-73.3042618
6740,VT,1,"(38.9353403, -77.1768641931898)",38.9353403,-77.1768641932
6739,VT,4,"(42.859526, -72.7259271)",42.859526,-72.7259271
6738,VT,1,"(43.164121, -73.072815)",43.164121,-73.072815
6735,VT,4,"(44.53389645, -72.0028279756074)",44.53389645,-72.0028279756
6734,VT,1,"(44.5394997, -72.0125961)",44.5394997,-72.0125961
6737,VT,1,"(43.177141, -73.057022)",43.177141,-73.057022
6733,VT,2,"(44.5142226, -72.0109292)",44.5142226,-72.0109292
6732,VT,1,"(43.3962019, -72.7005655)",43.3962019,-72.7005655
6731,VT,1,"(43.6775677, -72.7798247)",43.6775677,-72.7798247
6730,VT,1,"(44.6356063, -72.6803979)",44.6356063,-72.6803979
6729,VT,6,"(44.9479733, -72.4379601)",44.9479733,-72.4379601
6728,VT,1,"(44.5097275, -72.7851702)",44.5097275,-72.7851702
6727,VT,3,"(44.329251, -73.111267)",44.329251,-73.111267
6907,WA,2,"(47.2342997, -119.8525504)",47.2342997,-119.8525504
6906,WA,14,"(47.1849009, -122.2921406)",47.1849009,-122.2921406
6905,WA,1008,"(46.7304268, -117.173895)",46.7304268,-117.173895
6903,WA,1,"(41.6747543, -90.3404075)",41.6747543,-90.3404075
6901,WA,4,"(47.7391366, -122.63928)",47.7391366,-122.63928
6902,WA,1,"(47.5214201, -121.9264097)",47.5214201,-121.9264097
6904,WA,6,"(46.2067997, -119.7689222)",46.2067997,-119.7689222
6909,WA,28714,"(47.6694141, -122.1238767)",47.6694141,-122.1238767
6917,WA,42,"(47.6088445, -122.0423067)",47.6088445,-122.0423067
6911,WA,271,"(47.4799078, -122.2034496)",47.4799078,-122.2034496
6912,WA,3,"(48.6482183, -118.7378067)",48.6482183,-118.7378067
6967,WA,1,"(46.9413877, -122.6063902)",46.9413877,-122.6063902
6914,WA,787,"(46.2778406, -119.2769067)",46.2778406,-119.2769067
6915,WA,2,"(45.8167616, -122.7433775)",45.8167616,-122.7433775
6916,WA,1,"(47.0042643, -122.539846)",47.0042643,-122.539846
6900,WA,2,"(48.1185325, -122.7679629)",48.1185325,-122.7679629
6910,WA,1,"(47.6694141, -122.1238767)",47.6694141,-122.1238767
6899,WA,8,"(48.118146, -123.4307413)",48.118146,-123.4307413
6881,WA,3,"(47.8577455, -122.2210628)",47.8577455,-122.2210628
6897,WA,1,"(47.2089734, -124.2032347)",47.2089734,-124.2032347
6877,WA,1,"(46.7379045, -119.9028228)",46.7379045,-119.9028228
6878,WA,3,"(47.620548, -122.2264453)",47.620548,-122.2264453
6879,WA,1,"(-32.037713, 115.798946)",-32.037713,115.798946
6880,WA,52,"(47.5766324, -122.2276378)",47.5766324,-122.2276378
6920,WA,7,"(47.4716097, -122.2183674)",47.4716097,-122.2183674
6882,WA,5,"(47.862745, -121.987547016841)",47.862745,-121.987547017
